filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
beer_10.jpg,2307014,"{}",1,0,"{""name"":""rect"",""x"":432,""y"":753,""width"":1801,""height"":3131}","{""Brand"":""Eriksberg"",""Name"":""Karaktär"",""Brew_Type"":""Dark Lager"",""Alc_Content"":""5.4%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_11.jpg,2549361,"{}",1,0,"{""name"":""rect"",""x"":557,""y"":465,""width"":1841,""height"":2980}","{""Brand"":""Staggeringly Good"",""Name"":""Souropod"",""Brew_Type"":""Sour Beer"",""Alc_Content"":""6.6%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sour""}"
beer_12.jpg,2807673,"{}",1,0,"{""name"":""rect"",""x"":740,""y"":79,""width"":1605,""height"":3105}","{""Brand"":""Fermenterarna"",""Name"":""Fluffy Future"",""Brew_Type"":""Ale"",""Alc_Content"":""8%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_13.jpg,4263952,"{}",1,0,"{""name"":""rect"",""x"":701,""y"":662,""width"":1657,""height"":3301}","{""Brand"":""Vega"",""Name"":""Circle Island Sour"",""Brew_Type"":""Sour Beer"",""Alc_Content"":""5.6%"",""Keyword_1"":""Fruity"",""Keyword_2"":""Sour"",""Keyword_3"":""Bitter""}"
beer_14.jpg,3096281,"{}",1,0,"{""name"":""rect"",""x"":576,""y"":386,""width"":1860,""height"":3282}","{""Brand"":""Två Feta Grisar"",""Name"":""Ester"",""Brew_Type"":""White Beer"",""Alc_Content"":""5.6%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Spicy""}"
beer_15.jpg,2362964,"{}",1,0,"{""name"":""rect"",""x"":341,""y"":151,""width"":1788,""height"":3852}","{""Brand"":""Brew York"",""Name"":""With A Spoon"",""Brew_Type"":""Stout"",""Alc_Content"":""12%"",""Keyword_1"":""Sweet"",""Keyword_2"":""Chocolate"",""Keyword_3"":""Coffee""}"
beer_16.jpg,3971284,"{}",1,0,"{""name"":""rect"",""x"":478,""y"":668,""width"":1755,""height"":3026}","{""Brand"":""Två Feta Grisar"",""Name"":""Chill iN"",""Brew_Type"":""Ale"",""Alc_Content"":""5.5%"",""Keyword_1"":""Sweet"",""Keyword_2"":""Spicy"",""Keyword_3"":""Fruity""}"
beer_17.jpg,2903023,"{}",1,0,"{""name"":""rect"",""x"":989,""y"":845,""width"":1100,""height"":3052}","{""Brand"":""Fuller's"",""Name"":""London Porter"",""Brew_Type"":""Porter"",""Alc_Content"":""5.4%"",""Keyword_1"":""Sweet"",""Keyword_2"":""Chocolate"",""Keyword_3"":""Coffee""}"
beer_18.jpg,3738978,"{}",1,0,"{""name"":""rect"",""x"":806,""y"":596,""width"":1290,""height"":3393}","{""Brand"":""Collective Arts"",""Name"":""Stranger Than Fiction"",""Brew_Type"":""Porter"",""Alc_Content"":""5.5%"",""Keyword_1"":""Sweet"",""Keyword_2"":""Chocolate"",""Keyword_3"":""Coffee""}"
beer_19.jpg,3587110,"{}",1,0,"{""name"":""rect"",""x"":609,""y"":511,""width"":1487,""height"":3478}","{""Brand"":""Stigbergets"",""Name"":""Condorita"",""Brew_Type"":""IPA"",""Alc_Content"":""6.8%"",""Keyword_1"":""Sweet"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sour""}"
beer_20.jpg,3625953,"{}",1,0,"{""name"":""rect"",""x"":590,""y"":367,""width"":1605,""height"":3576}","{""Brand"":""Stigbergets"",""Name"":""Same But Different"",""Brew_Type"":""IPA"",""Alc_Content"":""8.2%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Sweet"",""Keyword_3"":""Bitter""}"
beer_21.jpg,2827524,"{}",1,0,"{""name"":""rect"",""x"":950,""y"":904,""width"":1284,""height"":2666}","{""Brand"":""Guinness"",""Name"":""Draught"",""Brew_Type"":""Stout"",""Alc_Content"":""4.2%"",""Keyword_1"":""Bready"",""Keyword_2"":""Sweet"",""Keyword_3"":""Coffee""}"
beer_22.jpg,2309578,"{}",1,0,"{""name"":""rect"",""x"":596,""y"":400,""width"":1847,""height"":3314}","{""Brand"":""Pripps Blå"",""Name"":""Citrus"",""Brew_Type"":""Lager"",""Alc_Content"":""4.7%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sour""}"
beer_23.jpg,2646354,"{}",1,0,"{""name"":""rect"",""x"":681,""y"":33,""width"":1723,""height"":3655}","{""Brand"":""Kapuziner"",""Name"":""Hefe-Weissbier"",""Brew_Type"":""White Beer"",""Alc_Content"":""5.4%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Spicy""}"
beer_24.jpg,2801215,"{}",1,0,"{""name"":""rect"",""x"":865,""y"":341,""width"":1330,""height"":2974}","{""Brand"":""O/O"",""Name"":""Katten DIPA"",""Brew_Type"":""IPA"",""Alc_Content"":""8%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bready""}"
beer_25.jpg,3820508,"{}",1,0,"{""name"":""rect"",""x"":878,""y"":367,""width"":1657,""height"":2784}","{""Brand"":""Fermenterarna"",""Name"":""Hello Strangers DIPA"",""Brew_Type"":""IPA"",""Alc_Content"":""8%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Bitter"",""Keyword_3"":""Sweet""}"
beer_26.jpg,2800205,"{}",2,0,"{""name"":""rect"",""x"":2216,""y"":289,""width"":778,""height"":2947}","{""Brand"":""Fermenterarna"",""Name"":""Elements"",""Brew_Type"":""IPA"",""Alc_Content"":""9.5%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_26.jpg,2800205,"{}",2,1,"{""name"":""rect"",""x"":740,""y"":203,""width"":1448,""height"":3052}","{""Brand"":""Fermenterarna"",""Name"":""Elements"",""Brew_Type"":""IPA"",""Alc_Content"":""9.5%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_27.jpg,3393589,"{}",1,0,"{""name"":""rect"",""x"":537,""y"":727,""width"":1945,""height"":3210}","{""Brand"":""Vega"",""Name"":""Nebulous IPA"",""Brew_Type"":""IPA"",""Alc_Content"":""6.6%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sour""}"
beer_28.jpg,3269225,"{}",1,0,"{""name"":""rect"",""x"":779,""y"":1317,""width"":1376,""height"":2299}","{""Brand"":""Stigbergets"",""Name"":""This Must Be The Haze"",""Brew_Type"":""IPA"",""Alc_Content"":""6.5%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bready""}"
beer_29.jpg,4078998,"{}",3,0,"{""name"":""rect"",""x"":1015,""y"":871,""width"":996,""height"":1991}","{""Brand"":""Oppigårds"",""Name"":""Nibble IPA"",""Brew_Type"":""IPA"",""Alc_Content"":""6.5%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_29.jpg,4078998,"{}",3,1,"{""name"":""rect"",""x"":445,""y"":1028,""width"":537,""height"":1441}","{""Brand"":""Oppigårds"",""Name"":""Nibble IPA"",""Brew_Type"":""IPA"",""Alc_Content"":""6.5%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_29.jpg,4078998,"{}",3,2,"{""name"":""rect"",""x"":2037,""y"":1068,""width"":675,""height"":1428}","{""Brand"":""Oppigårds"",""Name"":""Nibble IPA"",""Brew_Type"":""IPA"",""Alc_Content"":""6.5%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_30.jpg,2530481,"{}",1,0,"{""name"":""rect"",""x"":635,""y"":655,""width"":1729,""height"":3039}","{""Brand"":""Stigbergets"",""Name"":""Whispering Pines"",""Brew_Type"":""IPA"",""Alc_Content"":""5.9%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sour""}"
beer_31.jpg,2663239,"{}",1,0,"{""name"":""rect"",""x"":629,""y"":576,""width"":1814,""height"":3216}","{""Brand"":""Billdale"",""Name"":""Meditate"",""Brew_Type"":""IPA"",""Alc_Content"":""6%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Sour"",""Keyword_3"":""Sweet""}"
beer_32.jpg,2626291,"{}",1,0,"{""name"":""rect"",""x"":478,""y"":570,""width"":1860,""height"":3275}","{""Brand"":""Duckpond"",""Name"":""Hop City"",""Brew_Type"":""IPA"",""Alc_Content"":""6.5%"",""Keyword_1"":""Fruity"",""Keyword_2"":""Sour"",""Keyword_3"":""Sweet""}"
beer_33.jpg,2411422,"{}",1,0,"{""name"":""rect"",""x"":648,""y"":275,""width"":1611,""height"":3570}","{""Brand"":""Spike"",""Name"":""The Wokealist"",""Brew_Type"":""IPA"",""Alc_Content"":""6.4%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_34.jpg,3593998,"{}",1,0,"{""name"":""rect"",""x"":255,""y"":544,""width"":2188,""height"":3341}","{""Brand"":""Train Station Brewery"",""Name"":""IPA"",""Brew_Type"":""IPA"",""Alc_Content"":""6%"",""Keyword_1"":""Fruity"",""Keyword_2"":""Spicy"",""Keyword_3"":""Bitter""}"
beer_35.jpg,3705140,"{}",1,0,"{""name"":""rect"",""x"":583,""y"":675,""width"":1605,""height"":2614}","{""Brand"":""Stigbergets"",""Name"":""Amazing Haze"",""Brew_Type"":""IPA"",""Alc_Content"":""6.5%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bitter""}"
beer_36.jpg,2837484,"{}",2,0,"{""name"":""rect"",""x"":871,""y"":210,""width"":1441,""height"":3255}","{""Brand"":""Stigbergets"",""Name"":""Albatross"",""Brew_Type"":""IPA"",""Alc_Content"":""7%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bitter""}"
beer_36.jpg,2837484,"{}",2,1,"{""name"":""rect"",""x"":439,""y"":354,""width"":406,""height"":2496}","{""Brand"":""Stigbergets"",""Name"":""Albatross"",""Brew_Type"":""IPA"",""Alc_Content"":""7%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bitter""}"
beer_37.jpg,5345763,"{}",3,0,"{""name"":""rect"",""x"":7,""y"":825,""width"":878,""height"":2587}","{""Brand"":""O/O"",""Name"":""Nelson IPA"",""Brew_Type"":""IPA"",""Alc_Content"":""7.2%"",""Keyword_1"":""Fruity"",""Keyword_2"":""Sweet"",""Keyword_3"":""Bitter""}"
beer_37.jpg,5345763,"{}",3,1,"{""name"":""rect"",""x"":904,""y"":760,""width"":1382,""height"":2823}","{""Brand"":""O/O"",""Name"":""Nelson IPA"",""Brew_Type"":""IPA"",""Alc_Content"":""7.2%"",""Keyword_1"":""Fruity"",""Keyword_2"":""Sweet"",""Keyword_3"":""Bitter""}"
beer_37.jpg,5345763,"{}",3,2,"{""name"":""rect"",""x"":2312,""y"":1061,""width"":681,""height"":2614}","{""Brand"":""O/O"",""Name"":""Nelson IPA"",""Brew_Type"":""IPA"",""Alc_Content"":""7.2%"",""Keyword_1"":""Fruity"",""Keyword_2"":""Sweet"",""Keyword_3"":""Bitter""}"
beer_38.jpg,3083135,"{}",1,0,"{""name"":""rect"",""x"":635,""y"":557,""width"":1631,""height"":3439}","{""Brand"":""Ballast Point"",""Name"":""Sculpin IPA"",""Brew_Type"":""IPA"",""Alc_Content"":""7%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bitter""}"
beer_39.jpg,3103866,"{}",1,0,"{""name"":""rect"",""x"":727,""y"":360,""width"":1795,""height"":3052}","{""Brand"":""Rörö Öl"",""Name"":""Västkustsk American Pale Ale"",""Brew_Type"":""IPA"",""Alc_Content"":""5.5%"",""Keyword_1"":""Bitter"",""Keyword_2"":""Chocolate"",""Keyword_3"":""Fruity""}"
beer_40.jpg,2802259,"{}",1,0,"{""name"":""rect"",""x"":465,""y"":504,""width"":1847,""height"":3157}","{""Brand"":""Beerium"",""Name"":""Old School IPA"",""Brew_Type"":""IPA"",""Alc_Content"":""6%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bitter""}"
beer_41.jpg,2236989,"{}",1,0,"{""name"":""rect"",""x"":393,""y"":406,""width"":1900,""height"":3216}","{""Brand"":""Stigbergets"",""Name"":""American Pale Ale"",""Brew_Type"":""IPA"",""Alc_Content"":""5.2%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bitter""}"
beer_42.jpg,2160122,"{}",1,0,"{""name"":""rect"",""x"":400,""y"":413,""width"":1821,""height"":3059}","{""Brand"":""Gotlands Bryggeri"",""Name"":""Peachy Bulldog"",""Brew_Type"":""IPA"",""Alc_Content"":""5%"",""Keyword_1"":""Fruity"",""Keyword_2"":""Sour"",""Keyword_3"":""Bitter""}"
beer_43.jpg,3575916,"{}",2,0,"{""name"":""rect"",""x"":413,""y"":537,""width"":1860,""height"":3452}","{""Brand"":""Rooster's Brewing"",""Name"":""Best Bitter"",""Brew_Type"":""IPA"",""Alc_Content"":""4%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_43.jpg,3575916,"{}",2,1,"{""name"":""rect"",""x"":7,""y"":996,""width"":380,""height"":1991}","{""Brand"":""Rooster's Brewing"",""Name"":""Best Bitter"",""Brew_Type"":""IPA"",""Alc_Content"":""4%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_44.jpg,3057721,"{}",4,0,"{""name"":""rect"",""x"":681,""y"":596,""width"":1742,""height"":2895}","{""Brand"":""Beerium"",""Name"":""Magnolia"",""Brew_Type"":""IPA"",""Alc_Content"":""5%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bready""}"
beer_44.jpg,3057721,"{}",4,1,"{""name"":""rect"",""x"":2352,""y"":517,""width"":629,""height"":2063}","{""Brand"":""Beerium"",""Name"":""Magnolia"",""Brew_Type"":""IPA"",""Alc_Content"":""5%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bready""}"
beer_44.jpg,3057721,"{}",4,2,"{""name"":""rect"",""x"":1703,""y"":7,""width"":675,""height"":498}","{""Brand"":""Beerium"",""Name"":""Magnolia"",""Brew_Type"":""IPA"",""Alc_Content"":""5%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bready""}"
beer_44.jpg,3057721,"{}",4,3,"{""name"":""rect"",""x"":2404,""y"":7,""width"":576,""height"":491}","{""Brand"":""Beerium"",""Name"":""Magnolia"",""Brew_Type"":""IPA"",""Alc_Content"":""5%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bready""}"
beer_45.jpg,3878420,"{}",1,0,"{""name"":""rect"",""x"":766,""y"":819,""width"":1480,""height"":2948}","{""Brand"":""Oppigårds"",""Name"":""Ruby Ale"",""Brew_Type"":""Ale"",""Alc_Content"":""4.5%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_46.jpg,3403781,"{}",1,0,"{""name"":""rect"",""x"":603,""y"":255,""width"":1854,""height"":3655}","{""Brand"":""Kona Brewing"",""Name"":""Big Wave"",""Brew_Type"":""Ale"",""Alc_Content"":""4.4%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sour""}"
beer_47.jpg,3056338,"{}",2,0,"{""name"":""rect"",""x"":498,""y"":413,""width"":1867,""height"":3092}","{""Brand"":""O/O"",""Name"":""Bibo"",""Brew_Type"":""Ale"",""Alc_Content"":""5%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_47.jpg,3056338,"{}",2,1,"{""name"":""rect"",""x"":2207,""y"":563,""width"":786,""height"":3066}","{""Brand"":""O/O"",""Name"":""Bibo"",""Brew_Type"":""Ale"",""Alc_Content"":""5%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_48.jpg,2231830,"{}",5,0,"{""name"":""rect"",""x"":544,""y"":773,""width"":1598,""height"":2614}","{""Brand"":""Oppigårds"",""Name"":""Deep"",""Brew_Type"":""Ale"",""Alc_Content"":""7%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_48.jpg,2231830,"{}",5,1,"{""name"":""rect"",""x"":1978,""y"":662,""width"":989,""height"":1873}","{""Brand"":""Oppigårds"",""Name"":""Deep"",""Brew_Type"":""Ale"",""Alc_Content"":""7%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_48.jpg,2231830,"{}",5,2,"{""name"":""rect"",""x"":1140,""y"":7,""width"":727,""height"":576}","{""Brand"":""Oppigårds"",""Name"":""Deep"",""Brew_Type"":""Ale"",""Alc_Content"":""7%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_48.jpg,2231830,"{}",5,3,"{""name"":""rect"",""x"":1886,""y"":13,""width"":714,""height"":583}","{""Brand"":""Oppigårds"",""Name"":""Deep"",""Brew_Type"":""Ale"",""Alc_Content"":""7%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_48.jpg,2231830,"{}",5,4,"{""name"":""rect"",""x"":2587,""y"":7,""width"":406,""height"":616}","{""Brand"":""Oppigårds"",""Name"":""Deep"",""Brew_Type"":""Ale"",""Alc_Content"":""7%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sweet""}"
beer_49.jpg,2379467,"{}",1,0,"{""name"":""rect"",""x"":642,""y"":445,""width"":1683,""height"":2869}","{""Brand"":""Dry Dock"",""Name"":""Amber Ale"",""Brew_Type"":""Ale"",""Alc_Content"":""5.8%"",""Keyword_1"":""Bready"",""Keyword_2"":""Chocolate"",""Keyword_3"":""Sweet""}"
beer_50.jpg,3167097,"{}",1,0,"{""name"":""rect"",""x"":380,""y"":498,""width"":1893,""height"":3007}","{""Brand"":""Hönöbryggeriet"",""Name"":""Hönölulu IPA"",""Brew_Type"":""IPA"",""Alc_Content"":""6%"",""Keyword_1"":""Fruity"",""Keyword_2"":""Bitter"",""Keyword_3"":""Sweet""}"
beer_51.jpg,3226662,"{}",1,0,"{""name"":""rect"",""x"":465,""y"":373,""width"":1873,""height"":2934}","{""Brand"":""O/O"",""Name"":""Raya"",""Brew_Type"":""IPA"",""Alc_Content"":""5.9%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bitter""}"
beer_52.jpg,2172663,"{}",1,0,"{""name"":""rect"",""x"":642,""y"":190,""width"":1716,""height"":3714}","{""Brand"":""Stigbergets"",""Name"":""Avis Rapax"",""Brew_Type"":""IPA"",""Alc_Content"":""8%"",""Keyword_1"":""Fruity"",""Keyword_2"":""Bitter"",""Keyword_3"":""Sweet""}"
beer_53.jpg,3115395,"{}",1,0,"{""name"":""rect"",""x"":668,""y"":386,""width"":1624,""height"":2686}","{""Brand"":""Rörö Öl"",""Name"":""Västkustsk Stout"",""Brew_Type"":""Stout"",""Alc_Content"":""5.6%"",""Keyword_1"":""Bready"",""Keyword_2"":""Chocolate"",""Keyword_3"":""Coffee""}"
beer_54.jpg,3358045,"{}",1,0,"{""name"":""rect"",""x"":655,""y"":576,""width"":1546,""height"":2607}","{""Brand"":""Två Feta Grisar"",""Name"":""A Röd Ale"",""Brew_Type"":""IPA"",""Alc_Content"":""4.7%"",""Keyword_1"":""Bready"",""Keyword_2"":""Chocolate"",""Keyword_3"":""Sweet""}"
beer_55.jpg,2672923,"{}",1,0,"{""name"":""rect"",""x"":576,""y"":328,""width"":1677,""height"":2810}","{""Brand"":""Revolution Brewing"",""Name"":""Hazy Hero"",""Brew_Type"":""IPA"",""Alc_Content"":""7.5%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bitter""}"
beer_56.jpg,2333998,"{}",1,0,"{""name"":""rect"",""x"":459,""y"":92,""width"":1959,""height"":3701}","{""Brand"":""Svartberget"",""Name"":""Höstlöv"",""Brew_Type"":""Dark Lager"",""Alc_Content"":""5%"",""Keyword_1"":""Bready"",""Keyword_2"":""Chocolate"",""Keyword_3"":""Bitter""}"
beer_57.jpg,2701705,"{}",1,0,"{""name"":""rect"",""x"":517,""y"":92,""width"":1828,""height"":3662}","{""Brand"":""Spendrups"",""Name"":""Premium Lager"",""Brew_Type"":""Lager"",""Alc_Content"":""2.8%"",""Keyword_1"":""Bready"",""Keyword_2"":""Bitter"",""Keyword_3"":""Sweet""}"
beer_58.jpg,3219057,"{}",1,0,"{""name"":""rect"",""x"":524,""y"":701,""width"":1690,""height"":2745}","{""Brand"":""Amundsen"",""Name"":""Apocalyptic Thunder Juice NEIPA"",""Brew_Type"":""IPA"",""Alc_Content"":""6.5%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Fruity"",""Keyword_3"":""Sour""}"
beer_59.jpg,3309705,"{}",1,0,"{""name"":""rect"",""x"":544,""y"":282,""width"":1900,""height"":3183}","{""Brand"":""Collective Arts"",""Name"":""Radio The Mothership"",""Brew_Type"":""IPA"",""Alc_Content"":""8.5%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Bitter"",""Keyword_3"":""Sweet""}"
beer_60.jpg,2947369,"{}",1,0,"{""name"":""rect"",""x"":596,""y"":603,""width"":1769,""height"":3059}","{""Brand"":""Collective Arts"",""Name"":""Radio The Mothership"",""Brew_Type"":""IPA"",""Alc_Content"":""8.5%"",""Keyword_1"":""Herbal"",""Keyword_2"":""Bitter"",""Keyword_3"":""Sweet""}"
beer_61.jpg,3521851,"{}",1,0,"{""name"":""rect"",""x"":459,""y"":321,""width"":1520,""height"":2456}","{""Brand"":""Carlsberg"",""Name"":""Export Pilsner"",""Brew_Type"":""Pilsner"",""Alc_Content"":""5%"",""Keyword_1"":""Bready"",""Keyword_2"":""Sour"",""Keyword_3"":""Bitter""}"
beer_62.jpg,3011197,"{}",1,0,"{""name"":""rect"",""x"":675,""y"":7,""width"":1965,""height"":3727}","{""Brand"":""Mariestad"",""Name"":""Klass II"",""Brew_Type"":""Lager"",""Alc_Content"":""3.5%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bitter""}"
beer_63.jpg,2479237,"{}",1,0,"{""name"":""rect"",""x"":183,""y"":688,""width"":2024,""height"":3282}","{""Brand"":""Spendrups"",""Name"":""Premium Gold"",""Brew_Type"":""Lager"",""Alc_Content"":""3.5%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bitter""}"
beer_64.jpg,3273572,"{}",1,0,"{""name"":""rect"",""x"":472,""y"":1035,""width"":1762,""height"":2862}","{""Brand"":""Melleruds"",""Name"":""Utmärkta Pilsner"",""Brew_Type"":""Pilsner"",""Alc_Content"":""3.5%"",""Keyword_1"":""Bready"",""Keyword_2"":""Bitter"",""Keyword_3"":""Sweet""}"
beer_65.jpg,3112497,"{}",2,0,"{""name"":""rect"",""x"":2287,""y"":1061,""width"":707,""height"":2263}","{""Brand"":""Pripps Blå"",""Name"":""Lättöl"",""Brew_Type"":""Lager"",""Alc_Content"":""3.5%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bitter""}"
beer_65.jpg,3112497,"{}",2,1,"{""name"":""rect"",""x"":734,""y"":878,""width"":1520,""height"":3013}","{""Brand"":""Pripps Blå"",""Name"":""Lättöl"",""Brew_Type"":""Lager"",""Alc_Content"":""3.5%"",""Keyword_1"":""Bready"",""Keyword_2"":""Fruity"",""Keyword_3"":""Bitter""}"
